"TIMESTAMP","IP_ADDRESS","REQUEST_METHOD","REQUEST_PATH","STATUS_CODE","BYTES_SENT","BACKEND_IP"
"2023-05-08 20:23:17.000","128.176.190.173","PUT","/login/images/page6.html",401,7698,"192.168.153.174"
"2023-05-08 20:23:17.000","139.16.155.117","GET","/profile/css/page10.html?utm_source=twitter&utm_medium=cpc&search=keyword5",200,5671,"10.60.197.80"
"2023-05-08 20:23:17.000","157.130.201.138","POST","/dashboard/assets/page7.html?utm_source=google&utm_campaign=fall_discount&search=keyword5",404,8692,"10.10.166.7"
"2023-05-08 20:23:17.000","57.20.163.123","DELETE","/profile/assets/page9.html?utm_source=facebook&search=keyword3",500,1659,"192.168.120.110"
"2023-05-08 20:23:17.000","47.44.120.19","POST","/home/js/page10.html?utm_source=twitter&utm_medium=cpm&utm_campaign=fall_discount&referral=partner_a",200,7892,"172.19.133.3"
"2023-05-08 20:23:17.000","54.170.104.115","DELETE","/home/images/page9.html?utm_campaign=new_product_launch&referral=partner_a&search=keyword1",201,7589,"192.168.247.218"
"2023-05-08 20:23:17.000","57.40.66.119","PUT","/dashboard/docs/page7.html?utm_source=twitter&utm_medium=cpc&utm_campaign=new_product_launch",400,1961,"10.157.68.244"
"2023-05-08 20:23:17.000","185.186.115.144","POST","/logout/images/page6.html?utm_medium=cpm",403,6449,"192.168.198.80"
"2023-05-08 20:23:17.000","101.15.96.101","DELETE","/register/js/page4.html?utm_medium=cpc&utm_campaign=holiday_special&referral=affiliate_y&search=keyword1",301,2966,"192.168.238.63"
"2023-05-08 20:23:17.000","105.129.85.207","POST","/about/js/page8.html?search=keyword2",201,6137,"172.23.228.253"
"2023-05-08 20:23:17.000","220.134.97.98","GET","/profile/assets/page4.html?utm_medium=cpc&utm_campaign=fall_discount&referral=partner_b&search=keyword5",200,7804,"192.168.117.91"
"2023-05-08 20:23:17.000","210.177.78.22","POST","/dashboard/js/page10.html?utm_medium=cpm&utm_campaign=fall_discount&referral=affiliate_x",201,9558,"10.201.5.143"
"2023-05-08 20:23:17.000","19.154.8.181","DELETE","/register/docs/page3.html?utm_source=facebook&utm_campaign=holiday_special",404,2473,"10.191.241.193"
"2023-05-08 20:23:17.000","105.0.228.84","GET","/register/assets/page1.html?utm_medium=cpc&utm_campaign=fall_discount&search=keyword3",204,9811,"172.28.98.237"
"2023-05-08 20:23:17.000","196.193.39.37","POST","/profile/css/page10.html?utm_source=twitter&utm_medium=email&utm_campaign=summer_sale&referral=partner_b&search=keyword4",201,3899,"192.168.136.98"
"2023-05-08 20:23:17.000","39.208.129.169","POST","/profile/docs/page10.html?utm_medium=organic&utm_campaign=new_product_launch",403,2606,"192.168.206.244"
"2023-05-08 20:23:17.000","201.229.218.88","POST","/about/assets/page2.html?utm_medium=cpm&referral=affiliate_y",400,5791,"172.22.233.5"
"2023-05-08 20:23:17.000","153.246.191.255","DELETE","/home/js/page8.html?referral=partner_b&search=keyword3",403,7073,"172.18.228.69"
"2023-05-08 20:23:17.000","197.170.50.56","DELETE","/about/images/page3.html?utm_medium=cpm&utm_campaign=summer_sale&search=keyword2",404,5629,"192.168.10.52"
"2023-05-08 20:23:17.000","215.239.84.76","POST","/about/images/page2.html?utm_source=google&utm_medium=organic&utm_campaign=holiday_special&referral=partner_c&search=keyword1",403,7182,"192.168.119.222"
"2023-05-08 20:23:17.000","89.182.156.26","POST","/dashboard/js/page8.html?utm_source=twitter&utm_campaign=holiday_special&search=keyword2",301,8302,"172.16.174.193"
"2023-05-08 20:23:17.000","175.63.153.148","GET","/register/css/page2.html?utm_source=twitter&search=keyword1",301,8576,"10.130.166.160"
"2023-05-08 20:23:17.000","220.147.192.171","PUT","/contact/images/page4.html?utm_medium=email&utm_campaign=holiday_special",403,5413,"172.21.212.34"
"2023-05-08 20:23:17.000","214.194.248.244","DELETE","/about/docs/page10.html?utm_source=facebook&utm_campaign=new_product_launch&referral=partner_c&search=keyword5",200,4321,"192.168.245.85"
"2023-05-08 20:23:17.000","217.3.139.140","DELETE","/about/images/page1.html?utm_source=facebook&utm_medium=cpm&utm_campaign=new_product_launch",302,8887,"10.156.199.172"
"2023-05-08 20:23:17.000","14.143.58.223","PUT","/about/assets/page7.html?utm_source=linkedin&search=keyword3",301,6587,"192.168.143.160"
"2023-05-08 20:23:17.000","186.93.149.123","POST","/contact/images/page5.html?utm_source=facebook&utm_medium=organic&referral=partner_a",403,2959,"10.151.47.188"
"2023-05-08 20:23:17.000","176.27.208.115","GET","/home/docs/page8.html?utm_medium=cpc&utm_campaign=holiday_special&referral=affiliate_x",404,7227,"192.168.82.64"
"2023-05-08 20:23:17.000","177.69.155.187","GET","/logout/images/page7.html?utm_source=google&utm_campaign=summer_sale&referral=partner_c",401,5791,"10.186.237.238"
"2023-05-08 20:23:17.000","148.158.247.73","DELETE","/about/docs/page8.html?utm_source=google&utm_medium=cpm",403,9732,"10.3.112.49"
"2023-05-08 20:23:17.000","206.141.124.132","DELETE","/about/css/page8.html?utm_campaign=fall_discount&referral=partner_c",500,2229,"10.128.34.141"
"2023-05-08 20:23:17.000","102.98.197.141","GET","/profile/assets/page4.html?utm_medium=organic&utm_campaign=new_product_launch&referral=partner_c&search=keyword5",204,5464,"10.91.179.210"
"2023-05-08 20:23:17.000","162.118.45.229","PUT","/logout/assets/page5.html?utm_source=facebook&utm_medium=organic&referral=partner_b",404,3932,"10.236.53.22"
"2023-05-08 20:23:17.000","208.0.8.243","PUT","/profile/assets/page2.html?utm_campaign=new_product_launch",302,3922,"10.11.103.119"
"2023-05-08 20:23:17.000","162.255.136.194","GET","/about/js/page3.html?utm_medium=cpc",201,2540,"172.18.225.246"
"2023-05-08 20:23:17.000","45.41.7.22","POST","/about/images/page6.html?utm_campaign=summer_sale",401,2395,"172.19.213.97"
"2023-05-08 20:23:17.000","221.200.83.15","PUT","/register/images/page4.html?utm_medium=cpm&referral=partner_c&search=keyword1",301,1824,"192.168.66.213"
"2023-05-08 20:23:17.000","79.207.129.179","GET","/about/assets/page7.html?utm_campaign=summer_sale&search=keyword5",500,3225,"172.22.115.243"
"2023-05-08 20:23:17.000","135.190.91.31","GET","/contact/images/page2.html?utm_source=twitter&utm_medium=cpm&utm_campaign=summer_sale",200,9750,"192.168.215.255"
"2023-05-08 20:23:17.000","153.215.105.94","POST","/about/assets/page7.html?utm_source=linkedin&referral=partner_c",503,637,"192.168.6.163"
"2023-05-08 20:23:17.000","206.159.242.56","GET","/dashboard/images/page3.html?utm_source=twitter&utm_campaign=summer_sale&referral=partner_a&search=keyword4",400,623,"10.29.66.8"
"2023-05-08 20:23:17.000","183.220.73.147","DELETE","/register/css/page6.html?utm_source=linkedin&utm_medium=cpm&utm_campaign=new_product_launch&search=keyword3",301,723,"172.19.67.36"
"2023-05-08 20:23:17.000","216.39.93.175","PUT","/logout/css/page10.html?search=keyword1",401,5480,"192.168.89.239"
"2023-05-08 20:23:17.000","105.64.242.101","POST","/about/js/page5.html?utm_source=facebook&utm_campaign=new_product_launch&referral=partner_c",302,1844,"10.232.32.128"
"2023-05-08 20:23:17.000","189.37.232.77","GET","/logout/assets/page5.html?referral=partner_a",401,9096,"172.21.114.2"
"2023-05-08 20:23:17.000","18.148.225.133","GET","/logout/docs/page9.html?utm_source=facebook",503,3547,"10.133.68.116"
"2023-05-08 20:23:17.000","209.99.17.23","GET","/register/assets/page9.html?utm_medium=email&search=keyword2",201,1985,"10.200.254.59"
"2023-05-08 20:23:17.000","73.189.60.207","POST","/about/assets/page3.html?utm_source=twitter&referral=partner_a",401,5076,"192.168.140.243"
"2023-05-08 20:23:17.000","154.218.227.115","PUT","/register/docs/page2.html?utm_source=facebook&referral=partner_c&search=keyword5",500,1162,"10.160.207.198"
"2023-05-08 20:23:17.000","169.187.131.100","GET","/login/js/page1.html?utm_medium=cpc&utm_campaign=new_product_launch&referral=partner_c",503,8806,"10.17.186.190"
"2023-05-08 20:23:17.000","219.79.133.159","GET","/profile/docs/page3.html?referral=partner_b&search=keyword2",403,1010,"172.30.61.45"
"2023-05-08 20:23:17.000","191.76.253.69","PUT","/login/css/page5.html?utm_source=linkedin&utm_medium=organic&referral=partner_c&search=keyword3",302,7552,"10.38.117.105"
"2023-05-08 20:23:17.000","90.72.143.13","POST","/contact/docs/page1.html?utm_medium=email",200,2408,"192.168.232.47"
"2023-05-08 20:23:17.000","211.67.14.13","DELETE","/login/docs/page3.html?referral=affiliate_y&search=keyword4",302,469,"192.168.83.15"
"2023-05-08 20:23:17.000","102.86.22.157","GET","/about/images/page10.html",500,3052,"192.168.104.9"
"2023-05-08 20:23:17.000","38.217.153.32","POST","/home/docs/page6.html?utm_source=linkedin&referral=partner_b",302,2211,"10.162.107.53"
"2023-05-08 20:23:17.000","187.248.239.44","GET","/dashboard/images/page5.html?utm_medium=email&utm_campaign=fall_discount&referral=partner_b&search=keyword1",302,5721,"192.168.60.119"
"2023-05-08 20:23:17.000","212.158.151.98","GET","/login/docs/page6.html?utm_source=facebook&utm_campaign=fall_discount&referral=affiliate_y&search=keyword3",401,1365,"10.110.60.3"
"2023-05-08 20:23:17.000","183.149.81.229","PUT","/contact/js/page9.html?utm_source=twitter&utm_medium=cpm&search=keyword2",204,5493,"172.16.217.218"
"2023-05-08 20:23:17.000","76.101.189.140","PUT","/logout/docs/page4.html?utm_source=google",403,6523,"10.214.90.89"
